model,epoch,n,dev_r2_mean,dev_r2_std,test_r2_mean,test_r2_std,dev_rmse_mean,test_rmse_mean,tr_loss_mean
mobile,28,90,-0.6260399000000001,0.6866899491902113,-0.5940017,0.6334330880554914,5.052413022222222,5.0244151,1.777388477777778
mobile,29,90,-0.6730815888888889,0.749682587732697,-0.6162956666666667,0.6369803267138235,5.131363111111111,5.035635955555556,1.778544088888889
mobile,30,90,-0.6589802888888888,0.719122682619175,-0.6002208777777778,0.6696751066564793,5.1291599,5.010459155555556,1.7021796555555555
mobile,31,90,-0.6657949777777777,0.7261774345036113,-0.6090253111111111,0.6369473642957618,5.105954922222222,5.048294866666667,1.6996625888888888
resnet,0,90,-2.424195122222222,1.078535641281164,-2.4230507666666665,1.081868364106354,7.432960966666667,7.352013277777778,66.99406353333333
resnet,1,90,-1.459936011111111,0.9879854910528796,-1.4292744666666668,0.8998847830262906,6.238700355555555,6.1883157777777775,31.89691093333333
resnet,2,90,-0.5589301666666666,0.7006558008082359,-0.5500787222222222,0.7009371000484388,4.974712222222222,4.9540716,22.777645500000002
resnet,3,90,-0.29804784444444443,0.5842268385391767,-0.30569887777777777,0.6092673039856388,4.494336077777778,4.505357055555556,18.429435844444445
resnet,4,90,-0.33368265555555554,0.5999783455227413,-0.3726958111111111,0.6480463178246502,4.576755611111111,4.6396391333333336,15.638268422222222
resnet,5,90,-0.41899865555555554,0.6360746083317295,-0.3816309222222222,0.6933375041918737,4.717321444444444,4.639285622222222,13.427916088888889
resnet,6,90,-0.4280286777777778,0.6216644565110021,-0.47032052222222226,0.5906628347988107,4.700313755555555,4.7823873,11.108070666666666
resnet,7,90,-0.5676730111111111,0.6273817368539656,-0.5762548666666667,0.7400995585967814,4.924596122222223,4.943759544444444,8.955588155555555
resnet,8,90,-0.5128447666666667,0.6586834390169641,-0.5255982666666666,0.7627169825284762,4.855001588888889,4.804373044444445,6.700706855555556
resnet,9,90,-0.5385962888888889,0.7814084347371082,-0.4914084444444444,0.6533682464856843,4.905237355555555,4.7575421222222225,4.944575055555555
resnet,10,90,-0.4368970333333333,0.612673207824245,-0.5166552777777778,0.6476546972246103,4.723713622222222,4.850570233333333,3.702156566666667
resnet,11,90,-0.3863484333333333,0.5942986442293409,-0.4405302888888889,0.609956015949064,4.634594788888888,4.7132196,2.755385077777778
resnet,12,90,-0.3969330555555556,0.5543514159260141,-0.42522883333333333,0.5873632226780331,4.679223366666667,4.704321188888889,2.2053233444444444
resnet,13,90,-0.4236265888888889,0.5005596061556224,-0.34231839999999997,0.4807582457005773,4.725998577777778,4.595048788888889,1.8002290222222221
resnet,14,90,-0.4372747111111111,0.5635452294378932,-0.5078051222222222,0.6962692227503755,4.725146722222222,4.858261211111111,1.5685345888888889
resnet,15,90,-0.41607657777777773,0.5432682002013159,-0.4533435222222222,0.5964859927220051,4.694887377777778,4.735439744444444,1.359539211111111
resnet,16,90,-0.3871243777777778,0.5462366564809581,-0.4483074111111111,0.5296678379722733,4.653859077777778,4.753016,1.234656188888889
resnet,17,90,-0.3702005,0.49772706758281693,-0.3884216,0.5538860524758265,4.6127775,4.643753422222223,1.1586629444444443
resnet,18,90,-0.4280533777777778,0.5537275514302855,-0.4734012444444445,0.7255898595605564,4.757517933333333,4.757389522222222,1.0884589444444444
resnet,19,90,-0.42390558888888885,0.5950488283496299,-0.4222269222222222,0.5883119745099556,4.690327611111111,4.686621177777778,1.0370952555555555
resnet,20,90,-0.4703783888888889,0.7152568294614384,-0.4959439888888889,0.6174227074198633,4.7383037,4.789656566666666,1.0248300777777777
resnet,21,90,-0.40487453333333334,0.5242757621045189,-0.4200172555555555,0.5207931956304095,4.7032829666666665,4.696923622222222,1.0183291777777776
resnet,22,90,-0.43767763333333337,0.6122662703989459,-0.41151584444444445,0.5215882538495241,4.730927511111111,4.7093765888888885,0.9805211666666667
resnet,23,90,-0.3917214222222222,0.45491440962078644,-0.4452589444444444,0.6252095652963338,4.659861222222222,4.697558266666666,0.9395353888888889
resnet,24,90,-0.45952211111111113,0.628998875058522,-0.4411135111111111,0.5468166861167788,4.714585144444444,4.784803377777777,0.9300593555555555
resnet,25,90,-0.3928880111111111,0.5361551724622162,-0.4647716,0.65560940304672,4.663048877777777,4.761570922222222,0.9499943555555556
resnet,26,90,-0.4120580444444444,0.49944201382128744,-0.3729867666666667,0.5393500011032643,4.687818411111111,4.635558244444445,0.9262412111111111
resnet,27,90,-0.36437050000000004,0.46392087555562517,-0.46591346666666666,0.6953497604339687,4.6260115,4.715736066666667,0.911989311111111
resnet,28,90,-0.41644704444444447,0.6271556151044962,-0.4153726,0.5310425454070724,4.681590933333333,4.681613477777778,0.9418422555555556
resnet,29,90,-0.47350522222222224,0.6394389581253062,-0.38973475555555553,0.5461182096533641,4.738367622222222,4.6618755,0.8856026777777777
resnet,30,90,-0.45226641111111116,0.6061556985486558,-0.42216447777777777,0.5626960258440623,4.708162233333334,4.703261555555556,0.8771158888888889
resnet,31,90,-0.3650760777777778,0.4849084513107725,-0.3728011222222222,0.5090538569949493,4.626415166666667,4.6238961,0.8834511333333334
squeeze,0,90,-1.3967193111111111,0.9158028926983505,-1.4239303777777776,0.8717558290485372,6.084531011111111,6.080735388888888,76.2226476
squeeze,1,90,-0.3554982777777778,0.43140974918869973,-0.33310751111111114,0.43500228624700105,4.6248962888888885,4.574340277777778,27.337712344444444
squeeze,2,90,-0.24208465555555556,0.42075708784603705,-0.25589333333333336,0.44459169645619534,4.407002111111112,4.463323833333333,19.407923233333335
squeeze,3,90,-0.22051536666666666,0.37669390262817637,-0.21107133333333333,0.38168608333432996,4.368891011111112,4.381512422222222,18.617617166666665
squeeze,4,90,-0.2289847,0.3857868757823097,-0.2146266,0.37517730991664144,4.401537111111112,4.3839297777777775,18.291152911111112
squeeze,5,90,-0.20533695555555556,0.38066644798170646,-0.21537285555555555,0.39990204726027145,4.384288566666666,4.373644188888889,18.146872577777778
squeeze,6,90,-0.22446487777777777,0.37356037495862965,-0.21031987777777775,0.3983221025070779,4.399105588888889,4.343123766666666,17.965557855555556
squeeze,7,90,-0.23159443333333335,0.40382121589773456,-0.21253266666666665,0.4216056688940721,4.411763577777777,4.3855474333333335,17.886541344444446
squeeze,8,90,-0.22876427777777775,0.40501408824882007,-0.22998254444444446,0.4197439751687099,4.372823377777777,4.414924711111111,17.69742848888889
squeeze,9,90,-0.24366283333333333,0.4323116929714842,-0.22434915555555557,0.3868365114908106,4.3908474222222225,4.363732533333334,17.5711951
squeeze,10,90,-0.21965521111111108,0.38935157015610244,-0.18979056666666666,0.37815431128637556,4.4105926,4.342895411111111,17.425928833333334
squeeze,11,90,-0.20334901111111112,0.3924079374364289,-0.21768814444444445,0.4229065335520384,4.382591277777778,4.440377177777777,17.360021077777777
squeeze,12,90,-0.2319627111111111,0.4027235775244268,-0.2258233888888889,0.4078557465128096,4.393495511111111,4.3919965888888886,17.23569848888889
squeeze,13,90,-0.24553063333333336,0.4500663859371741,-0.23137724444444444,0.3929194974097443,4.4393960888888895,4.369445144444445,17.042993622222223
squeeze,14,90,-0.2282455222222222,0.3975380694157091,-0.2535735333333333,0.4776438805610987,4.409985044444444,4.4221621777777775,16.9062154
squeeze,15,90,-0.22243443333333335,0.46299106235215665,-0.2439741888888889,0.4251349053588924,4.392040388888889,4.3826311,16.808282166666665
squeeze,16,90,-0.18484705555555556,0.36592613816324226,-0.20049826666666665,0.40561988382244063,4.353254577777777,4.360161788888889,16.67127648888889
squeeze,17,90,-0.2507804888888889,0.43247740236883,-0.20683723333333334,0.43169144654830427,4.425517911111111,4.365250777777778,16.59006512222222
squeeze,18,90,-0.23914459999999998,0.4449578681214004,-0.23402468888888886,0.4029879059086837,4.421152688888889,4.395264688888889,16.54106981111111
squeeze,19,90,-0.22805325555555556,0.4290045619469227,-0.2209185,0.45444549653280686,4.4005145444444445,4.410940822222222,16.405029855555554
squeeze,20,90,-0.23031535555555555,0.4545416390325165,-0.24594421111111112,0.4534466245403088,4.390567055555556,4.416491333333333,16.336230733333334
squeeze,21,90,-0.27364327777777775,0.44096802841374083,-0.23293632222222224,0.4464284824155866,4.446609011111112,4.372354811111111,16.128365877777778
squeeze,22,90,-0.28928339999999997,0.47984904253524935,-0.23108203333333333,0.452776615119345,4.475000811111111,4.418674433333333,16.09494248888889
squeeze,23,90,-0.2204704888888889,0.40543591615831104,-0.21897505555555555,0.4172862443343415,4.383673088888889,4.368693133333333,16.00084531111111
squeeze,24,90,-0.23272213333333333,0.44113473093389155,-0.2233029111111111,0.4575967422199203,4.3941843,4.376946177777778,15.798496622222224
squeeze,25,90,-0.2548876222222222,0.44465455029104317,-0.22776911111111112,0.40224758734546306,4.485267344444444,4.390790744444445,15.6516939
squeeze,26,90,-0.21841276666666667,0.44410411751833906,-0.2430505111111111,0.4439037932750553,4.378871522222222,4.441583366666666,15.589408344444445
squeeze,27,90,-0.2830713,0.4773358459483465,-0.24623158888888888,0.43359043451791673,4.514404911111111,4.446287822222223,15.414093144444445
squeeze,28,90,-0.2406037777777778,0.451634959341638,-0.23531494444444445,0.442491262959269,4.4402885111111114,4.419372277777778,15.267093588888889
squeeze,29,90,-0.2627699333333333,0.4448494246171621,-0.23811012222222222,0.4579214620814416,4.475968622222222,4.437747966666667,15.076367266666665
squeeze,30,90,-0.2270676,0.4263164266428179,-0.25401894444444445,0.4617035181929642,4.422387977777778,4.482757044444444,15.061582411111113
squeeze,31,90,-0.2461514333333333,0.4239184298172736,-0.22942596666666668,0.4425999467565845,4.4137539666666665,4.404432977777778,14.838733344444444
